Name,Functional Group,Default
Briareum asbestinum,Other Invertebrates,BRIASB
Briareum_encrusting,Other Invertebrates,brienc
Briozoo-sp.1,Other Invertebrates,BRY-1
Briozoo-sp.2,Other Invertebrates,BRY-2
Briozoo-sp-4,Other Invertebrates,BRY-4
Briozoo-sp-5,Other Invertebrates,BRY-5
Briozoo-sp-6,Other Invertebrates,BRY-6
Briozoo-sp-7,Other Invertebrates,BRY-7
broun sponge,Other Invertebrates,BRs
Bryopesanser pasanseris,Other Invertebrates,BryopPasan
Bryozoa,Other Invertebrates,BRYO
Bryozoa_bushy,Other Invertebrates,brybus
Bryozoa_encrusting,Other Invertebrates,bryenc
Bryozoa: hard,Other Invertebrates,BH
Bryozoa: hard: branching,Other Invertebrates,BHB
Bryozoa: Hard: Branching: Antler,Other Invertebrates,BH_BrAnt
Bryozoa: Hard: Branching: Coralhead,Other Invertebrates,BH_BrHead
Bryozoa: Hard: Branching: Leaf,Other Invertebrates,BH_BrLeaf
Bryozoa: hard: encrusting,Other Invertebrates,BHE
Bryozoa: hard: fenestrate,Other Invertebrates,BHF
Bryozoa: Hard: Lettuce,Other Invertebrates,BH_Lettuce
Bryozoa: hard: massive,Other Invertebrates,BHM
Bryozoa_massive,Other Invertebrates,brymas
Bryozoan,Other Invertebrates,bryozoan
Bryozoan Almond Zooid,Other Invertebrates,BRAZ
Bryozoan_branching,Other Invertebrates,Brz_br
"Bryozoan, branching unidentified",Other Invertebrates,BRBR
"bryozoan, dead encrusting",Other Invertebrates,ENBD
Bryozoan_encrusting,Other Invertebrates,Brz_enc
"Bryozoan, encrusting unidentified",Other Invertebrates,ENBR
Bryozoan Irregular Zooid,Other Invertebrates,BRIZ
Bryozoan_light_brown,Other Invertebrates,Brz_b
Bryozoan_light_white,Other Invertebrates,Brz_w
Bryozoan Ovoid Zooid,Other Invertebrates,BROZ
Bryozoa: Soft,Other Invertebrates,BS
Bryozoa: Soft: dendroid,Other Invertebrates,BSD
Bryozoa: Soft: Foliaceous,Other Invertebrates,BSF
Bryzoa,Other Invertebrates,BRY
BS_FAN,Other Invertebrates,BS_FAN
Bubarida,Other Invertebrates,SPON-BUBA
Buccinum undatum,Other Invertebrates,BUC
Bugula californica,Other Invertebrates,BUCA
Bugula neritina (canopy),Other Invertebrates,BNC
Bugula neritina (substratum),Other Invertebrates,BNS
Bugula simplex (canopy),Other Invertebrates,BSI
Bugula simplex (substratum),Other Invertebrates,BSS
Bugula sp.,Other Invertebrates,Bug
Bugula turrita (canopy),Other Invertebrates,BTC
Bugula turrita (substratum),Other Invertebrates,BTS
Bugulina sp.,Other Invertebrates,Brio.Bugul
Bushy Soft Coral,Other Invertebrates,BuSC
Caberea boryi,Other Invertebrates,Caber_bory
Cadlina laevis,Other Invertebrates,CAD
Cadlina luteomarginata,Other Invertebrates,Clu
Cadlina modesta,Other Invertebrates,Cmo
Calcareous sponge,Other Invertebrates,cal
Calcaronea,Other Invertebrates,CalcSponge
Calcified Worm,Other Invertebrates,CalcWorm
Calcinus tubularis,Other Invertebrates,CALCI_TUB
Calliostoma annulatum,Other Invertebrates,Can
Calliostoma ligatum,Other Invertebrates,Cli
Calliostoma/Margarites Unidentified,Other Invertebrates,Cal/Mar
Calloporidae,Other Invertebrates,Callop
Callyspongia spp.,Other Invertebrates,Cal_spp
Callyspongia vaginalis,Other Invertebrates,CVa
Callyspongidae,Other Invertebrates,Callys
Calypthotheca lacrimosa,Other Invertebrates,CalypLacri
Calyptotheca triangulata,Other Invertebrates,CalypTrian
calyx nicaeensis,Other Invertebrates,CLn
Cancer irroratus,Other Invertebrates,canceri
Cancer oregonensis,Other Invertebrates,Cor
Cancer productus,Other Invertebrates,Cpr
Cancer spp.,Other Invertebrates,CANC
Capnella_bushy,Other Invertebrates,capbus
Caprella/Paracaprella spp.,Other Invertebrates,CAP
Carcinus maenas,Other Invertebrates,CAM
Carditamera affinis,Other Invertebrates,C.affinis
Carijoa,Other Invertebrates,Carijoa
Carijoa_bushy,Other Invertebrates,carbus
Carijoa riisei,Other Invertebrates,CARI
Cassiopea,Other Invertebrates,CASS
Catenicella sp.,Other Invertebrates,CateSP
Cdelitrix,Other Invertebrates,CDEL
Cellana sandwicensis,Other Invertebrates,CSAND
Cellana talcosa,Other Invertebrates,CTAL
Cellaria diffusa,Other Invertebrates,CEDI
Cellarinella sp,Other Invertebrates,CELLA
Cellepora,Other Invertebrates,Cellepora
Celleporaria atlantica,Other Invertebrates,CellepAtla
Celleporaria brunnea,Other Invertebrates,Cellbrun
Celleporaria mondax,Other Invertebrates,CellepMond
Celleporina joannae,Other Invertebrates,CelleJoan
Centrostephanus,Other Invertebrates,CENT
Cerastoma foliatum,Other Invertebrates,Cfo
Ceratostoma foliatum,Other Invertebrates,CEFO
Cerithium sp.,Other Invertebrates,Cerit
Chama pacifica,Other Invertebrates,CHApa
Charcotia granulosa,Other Invertebrates,CHAR
Cheilostomata,Other Invertebrates,Cheilos
Cheirimedon femoratus,Other Invertebrates,CHEI
Chelonaplysilla erecta,Other Invertebrates,CheloErec
Chelonaplysilla sp. 1,Other Invertebrates,Che_sp1
Chelonibia testudinaria,Other Invertebrates,Chelo_test
Chelyosoma,Other Invertebrates,CHEL
Chirona hameri,Other Invertebrates,ChHam
Chironephthya_bushy,Other Invertebrates,chibus
Chiton,Other Invertebrates,Cht
Chiton Pelliserpentis,Other Invertebrates,ChiPe
"chiton, unidentified",Other Invertebrates,Chi
Chlamys hastata,Other Invertebrates,Cha
Chlamys hastata (immobile),Other Invertebrates,CHHT
Chondrilla nucula,Other Invertebrates,ChondNuc
Chondrilla spp.,Other Invertebrates,CHON
Chondrocidaris gigantea,Other Invertebrates,CHGI
Chondrosia collectrix,Other Invertebrates,ChonCo
Chondrosia_Didemnum,Other Invertebrates,ChonDid
Chondrosia reniphormis,Other Invertebrates,CHr
Chondrosia sp.,Other Invertebrates,Chond
Christmas Tree Worm,Other Invertebrates,XmasW
Christmas tree worm (tube!),Other Invertebrates,Xmas_tube
Christmas Tree Worm (tube),Other Invertebrates,Chr_tube
Chthamalus fragilis,Other Invertebrates,Chtham fra
Cinachyra barbat,Other Invertebrates,BARB
Cinachyra barbata,Other Invertebrates,CINA
Cinachyrella alloclada,Other Invertebrates,CinacAll
Cinachyrella sp.,Other Invertebrates,cinac
Ciona intestinalis,Other Invertebrates,CIO
Ciona robusta,Other Invertebrates,C.robusta
Ciona roulei,Other Invertebrates,Ciona_roul
Ciona savignyi,Other Invertebrates,CISA
Ciona sp.,Other Invertebrates,Cion
Circeis armoricana,Other Invertebrates,CIAR
Cirrhipathes spp.,Other Invertebrates,CirS
Cirripedia - Barnacle,Other Invertebrates,Root Barn
Cladiella,Other Invertebrates,Clad
Cladiella_bushy,Other Invertebrates,cldbus
Cladiella_digitate,Other Invertebrates,clddig
Cladodactyla sicinski,Other Invertebrates,CLADO
"Clam, unidentified",Other Invertebrates,Clm
Clase Bivalvia,Other Invertebrates,BIVAL
Clathria (Axosuberites) rosita,Other Invertebrates,Claro
Clathria basilana,Other Invertebrates,Cla_bas
Clathria (Clathria) priestleyae sp. nov.,Other Invertebrates,Clap
Clathria eurypa,Other Invertebrates,Cla_eur
Clathria prolifera,Other Invertebrates,Cpro
Clathria reinwardti,Other Invertebrates,Clat_rei
Clathria sp.,Other Invertebrates,SpongeClat
Clathrina rubra,Other Invertebrates,Clat_Rub
Clathrina spp.,Other Invertebrates,CLAT
Clava spp.,Other Invertebrates,CLAS
Clavelina_clustered,Other Invertebrates,clvclu
Clavelina huntsmani,Other Invertebrates,CLVH
Clavelina sp,Other Invertebrates,clave
Clavularia_clustered,Other Invertebrates,claclu
Clavularia sp,Other Invertebrates,CLA
Clavularia spp.,Other Invertebrates,CLAV
Clavulariidae,Other Invertebrates,Clavu
Clinocardium spp.,Other Invertebrates,CLIN
Cliona,Other Invertebrates,Clio
Cliona californiana,Other Invertebrates,CLCA
Cliona celata,Other Invertebrates,CLCE
Cliona sp.,Other Invertebrates,SpongeCLIO
Cliona spp.,Other Invertebrates,CLION
Clionid spp.,Other Invertebrates,CLIONI
Clytia gracilis,Other Invertebrates,CLYG
Clytia sp.,Other Invertebrates,ClytiaSP
Cnemidocarpa finmarkiensis,Other Invertebrates,CNFI
Cnemidocarpa verrucosa,Other Invertebrates,CNEM
Cnidaria,Other Invertebrates,CN
Cnidaria: Colonial anemones,Other Invertebrates,CNCA.
Cnidaria: Colonial anemones: Zoanthids,Other Invertebrates,CNCAZ
Cnidaria: Corals: Black & Octocorals,Other Invertebrates,MGCB
Cnidaria: True anemones,Other Invertebrates,CNTR
Coelogorgia_arborescent,Other Invertebrates,coearb
colonial anemones,Other Invertebrates,CA
Colonial Bryozoan,Other Invertebrates,ColBryo
Colonial encrusting Didemnum,Other Invertebrates,DidCol
Common LRG Alcyoniide,Other Invertebrates,SINV_SFC_A
Common Seastar,Other Invertebrates,STAR
Condylactis_encrusting,Other Invertebrates,conenc
Condylactis gigantea,Other Invertebrates,CONGI
Conglomeratusclera_bushy,Other Invertebrates,conbus
conomurex persicus,Other Invertebrates,strom
Conopeum reticulum,Other Invertebrates,Conop_retc
Coral Competing Sponge,Other Invertebrates,CCS
Corallimorpharia,Other Invertebrates,Collimorph
Corallimorpharia_encrusting,Other Invertebrates,coeenc
Corallimorphus karinae,Other Invertebrates,KAR
Corallium rubrum,Other Invertebrates,Coral_rubr
Corals: Black & Octocorals: Encrusting,Other Invertebrates,OE
Corals: Black & Octocorals: Fan(2D),Other Invertebrates,OF
Corals: Black & Octocorals: Fan (2D): Rigid,Other Invertebrates,OFR
Corals: Black & Octocorals: Whip,Other Invertebrates,OW
coral:sponges,Other Invertebrates,**SP
Corambe obscura,Other Invertebrates,CORA
Corella,Other Invertebrates,CORE
Corella antarctica,Other Invertebrates,COREL
Corella eumyota,Other Invertebrates,CorellaEu
Corella spp.,Other Invertebrates,COSP
Corynactis,Other Invertebrates,Corynactis
Corynactis californica,Other Invertebrates,CORY
Corynactis carnea,Other Invertebrates,coralimorf
Coscinoderma,Other Invertebrates,Cosc_sp
Cosmasterias lurida,Other Invertebrates,C.lurida
Cplicifera,Other Invertebrates,CPLI
Crambe Crambe,Other Invertebrates,cram
Crangon spp.,Other Invertebrates,Crg
Craniella_globular,Other Invertebrates,carglo
Craniella (unidentified species),Other Invertebrates,CRAN
Cranopsis cucullata,Other Invertebrates,Ccu
Cranopsis multistriata,Other Invertebrates,Cmu
Crassadoma gigantea,Other Invertebrates,CRDO
"Crassadoma gigantea, dead",Other Invertebrates,CRDD
Crassostrea gigas,Other Invertebrates,CRGI
Crassostrea virginica,Other Invertebrates,Crasso vir
CRED-Unclassified sessile invertebrate,Other Invertebrates,*UI
CRED-Unclassified soft coral,Other Invertebrates,*USC
CRED-Wire and black coral,Other Invertebrates,*ANTI
Crella (Crella) hennequinae sp.,Other Invertebrates,CrHen
Crepidacantha sp.,Other Invertebrates,CrepidaSP
Crepidula adunca,Other Invertebrates,CRAD
Crepidula fornicata,Other Invertebrates,CREP
Crepidula plana,Other Invertebrates,CRL
Crepidula sp.,Other Invertebrates,CrepiSP
Crepidula spp.,Other Invertebrates,Cre
CREP-T1 Invertebrates,Other Invertebrates,*INV
Cribrinopsis albopunctata,Other Invertebrates,CRIBALBO
Cribrinopsis fernaldi,Other Invertebrates,CRFE
Cribrinopsis sp.,Other Invertebrates,CRSP
Cribrochalina sp,Other Invertebrates,Crib
Crinoidea,Other Invertebrates,CRI
Crinoids,Other Invertebrates,ECN_Cri
Crinoids.,Other Invertebrates,MINV_CRI
Crisia Pseudosolena,Other Invertebrates,CrisPesudo
Crisia spp.,Other Invertebrates,CRIS
Crisulipora occidentalis,Other Invertebrates,CrisuOcc
Crossaster papposus,Other Invertebrates,Crp
Crown of Thorns Sea Star,Other Invertebrates,COT
Crucigera zygophora,Other Invertebrates,CRZY
Crustacea,Other Invertebrates,CR
Crustacea: Barnacles,Other Invertebrates,CRB
Crustacea: Barnacles: Acorn,Other Invertebrates,CRBA
Crustacea: Barnacles: Stalked,Other Invertebrates,CRBS
Crustacea: Crabs: King Crabs,Other Invertebrates,Cr_KCrab
Crustacea: Prawns/Shrimps/Mysids,Other Invertebrates,Cr_Prawn
Cryptochiton stelleri,Other Invertebrates,Cst
Cryptolithodes spp.,Other Invertebrates,Cry
Ctenoides scaber,Other Invertebrates,FireSc
Ctenophora,Other Invertebrates,CTE
Cucumaria acuta,Other Invertebrates,CuAcu
Cucumaria frondosa,Other Invertebrates,CUCU
"Cucumber, unidentified",Other Invertebrates,Cuc
Cuenotaster involutus,Other Invertebrates,CUE
Culcita novaeguineae,Other Invertebrates,Cnova
Cuthona gymnota,Other Invertebrates,CUT
Cvaginalis,Other Invertebrates,CVAG
Cvirdis_complex,Other Invertebrates,CVIR
Cycethra verrucosa,Other Invertebrates,C.verrucos
Cyclostomata,Other Invertebrates,Cyclos
Cyclostomatida sp,Other Invertebrates,CYSp
cystodytes dellechiajei,Other Invertebrates,cys
Cystodytes lobatus,Other Invertebrates,CYDL
Darwinella cf. rosacea,Other Invertebrates,SpongeROSE
Darwinella rosacea,Other Invertebrates,DarwiRose
Darwinella sp.,Other Invertebrates,DarwiSP
Dasychalina_tabular,Other Invertebrates,dastub
Dasychone bairdi,Other Invertebrates,DASYb
Dead Barnacle,Other Invertebrates,DBa
Dead Barnacles,Other Invertebrates,Dead_Bar
Dead Mussel,Other Invertebrates,DMu
Dead Oyster,Other Invertebrates,DOy
Dead oysters,Other Invertebrates,DeOy
Demospongiae,Other Invertebrates,Demo_spng
Dendostrea sandvichensis,Other Invertebrates,Dendo_s
Dendrilla antarctica,Other Invertebrates,DenAnt
Dendrobeania lichenoides,Other Invertebrates,DELI
Dendrobeania murrayana,Other Invertebrates,DEMR
Dendrodoa carnea,Other Invertebrates,DCA
Dendronephthya,Other Invertebrates,Dend
Dendronephthya_bushy,Other Invertebrates,denbus
Dendronotus albus,Other Invertebrates,Dab
Dendronotus dalli,Other Invertebrates,Ddi
Dendronotus diversicolor,Other Invertebrates,Ded
Dendronotus frondosus,Other Invertebrates,DEN
Dendronotus iris,Other Invertebrates,Dir
Dendronotus rufus,Other Invertebrates,Dru
Dendropoa grossularia,Other Invertebrates,dengro
Dendropoma gregarium,Other Invertebrates,DenGRE
Dendropoma petraeum,Other Invertebrates,DENDRO
Dentiporella sardonica,Other Invertebrates,Denti_sard
Dermasterias imbricata,Other Invertebrates,Dim
Desmanthus,Other Invertebrates,Desmanthus
Desmapsama sp.,Other Invertebrates,12345
Desmapsamma anchorata,Other Invertebrates,DesAn
Diaddema,Other Invertebrates,MINV_Dia
Diadema antillarum,Other Invertebrates,Diad
Diadema (LOF),Other Invertebrates,DIAD1
Diadema paucispinum,Other Invertebrates,Dpau
Diadema setosum,Other Invertebrates,Dset
Diadema sp,Other Invertebrates,DIAS
Diadumene lineata,Other Invertebrates,DIA
Diaperoecia californica,Other Invertebrates,DICL
Diaperoecia sp,Other Invertebrates,DISp
Diaulula punctuolata,Other Invertebrates,Diaulula
Diaulula sandiegensis,Other Invertebrates,Dsa
dictyonella,Other Invertebrates,DIC
Dictyonella incisa,Other Invertebrates,D.I
Didemnidae,Other Invertebrates,Didemnid
Didemnum carnulentum,Other Invertebrates,DICA
Didemnum duplicatum,Other Invertebrates,DIDU
Didemnum_encrusting,Other Invertebrates,didenc
Didemnum molle,Other Invertebrates,DidM
Didemnum perlucidum,Other Invertebrates,Didem perl
Didemnum psammathodes,Other Invertebrates,DIPS
Didemnum rodriguesi,Other Invertebrates,DideRodri
Didemnum sp,Other Invertebrates,DIDE
Didemnum spp. (native),Other Invertebrates,DSN
Didemnum tridemnum,Other Invertebrates,DITR
Didemnum vexillum,Other Invertebrates,DVE
Digitate Soft Coral,Other Invertebrates,DSC
Diodogorgia spp.,Other Invertebrates,DIOSPP
Diodora aspera,Other Invertebrates,Das
Diplastrella bistellata,Other Invertebrates,Diplas_bis
Diplosolen obelia/Plagioecia sp.,Other Invertebrates,Diploso_Pl
Diplosoma listerianum,Other Invertebrates,DIP
Diplosoma Sp.,Other Invertebrates,DIPSp
Diplosoma spongiforme,Other Invertebrates,Diplosoma
Dirona albolineata,Other Invertebrates,Dal
Dirona pellucida,Other Invertebrates,Dpe
Discosoma,Other Invertebrates,DiscoS
Discosoma carlgreni,Other Invertebrates,DISCA
Discosoma_encrusting,Other Invertebrates,disenc
Displastrella megastellata,Other Invertebrates,DispMega
Disporella separata,Other Invertebrates,DISE
Disporella sp.,Other Invertebrates,Disporel
Distaplia occidentalis,Other Invertebrates,DIOC
Distaplia sp,Other Invertebrates,DISTAP
Distaplia Sp.,Other Invertebrates,DISSp
Ditaplia bermudensis,Other Invertebrates,DitBer
Djerboa forcipes,Other Invertebrates,Djer
Dodecaceria concharum,Other Invertebrates,DOCO
Dodecaceria fewkesi,Other Invertebrates,DOFE
Dorid nudibranch (unidentified),Other Invertebrates,Drd
Doris fontainii,Other Invertebrates,D.fontaini
Doris kerguelensis,Other Invertebrates,DORI
Doris montereyensis,Other Invertebrates,Dmo
Doris odhneri,Other Invertebrates,Dod
Doris spp.,Other Invertebrates,Dor
dragon yeloow,Other Invertebrates,DR
Drupa morum,Other Invertebrates,DMOR
Drupa ricinus,Other Invertebrates,DRIC
Dynamena districha,Other Invertebrates,DynaDistr
Dynoides barnardii,Other Invertebrates,Dbar
Dysidea avara,Other Invertebrates,Dys_ava
Dysidea fragilis,Other Invertebrates,DysFra
Dysidea sp,Other Invertebrates,Dys
Echinarachnius parma (Sand dollars),Other Invertebrates,ECPA
Echinoderms,Other Invertebrates,ECHINODERM
Echinoderms: Feather stars,Other Invertebrates,EFS
Echinoderms: Feather stars: stalked crinoids,Other Invertebrates,EFSS
Echinoderms: Feather stars:Unstalked crinoids,Other Invertebrates,EFSU
Echinoderms: Ophiuroids,Other Invertebrates,EO
Echinoderms: Ophiuroids: Basket stars,Other Invertebrates,EOBS
Echinoderms: Ophiuroids: Brittle/Snake: Oth,Other Invertebrates,E_O_BritO
Echinoderms: Ophiuroids: Brittle/Snake: SF,Other Invertebrates,EO_BritSF
Echinoderms: Ophiuroids:Brittle / snake stars,Other Invertebrates,EOBRI
Echinoderms: Sea Cucumbers: Infaunal,Other Invertebrates,E_H_Inf
Echinoderms: Sea Cucumbers: Sessile,Other Invertebrates,E_H_SF
Echinoderms: Sea stars,Other Invertebrates,ESS
Echinoderms: Sea Stars: Regular Pentagon,Other Invertebrates,E_A_Penta
Echinoderms: Sea Stars: Sunflower,Other Invertebrates,E_A_Sunfl
Echinoderms: Sea Stars: Suspension Feeder,Other Invertebrates,E_A_SF
Echinoderms: sea urchin,Other Invertebrates,Urchins
Echinoderms: sea urchin: regular urchins,Other Invertebrates,EURR
Echinoderms: Sea urchins: Irregular urchins,Other Invertebrates,EURI
Echinoderms: Sea Urchins: Pencil Urchins,Other Invertebrates,E_E_RegPen
Echinoidea,Other Invertebrates,ECHI
Echinolittorina punctata,Other Invertebrates,Echinpo
Echinometra lucunter,Other Invertebrates,EchL
Echinometra mathaei,Other Invertebrates,EMath
Echinometra oblonga,Other Invertebrates,EOBL
Echinometra spp,Other Invertebrates,MINV_Ech
Echinometra viridis,Other Invertebrates,Ech_vir
Echinomuricea indomalaccensis,Other Invertebrates,Ei
Echinostrephus aciculatus,Other Invertebrates,ECAC
Echinothrix calamaris,Other Invertebrates,Ecalam
Echinothrix diadema,Other Invertebrates,EDIA
Ecteinascidia turbinata,Other Invertebrates,ECTU
Ectopleura spp.,Other Invertebrates,ECTO
Ectopleura/Tubularia spp. (canopy),Other Invertebrates,ESC
Ectopleura/Tubularia spp. (substratum),Other Invertebrates,ESSU
Ectoprocta,Other Invertebrates,Bryoz
Ectyoplasia,Other Invertebrates,Ect
Edwardsiella lineata (canopy),Other Invertebrates,ELC
Edwardsiella lineata (substratum),Other Invertebrates,ELS
Edwarsia inachi,Other Invertebrates,EDW
Efflatounaria_clustered,Other Invertebrates,effclu
Efflatounaria sp.,Other Invertebrates,Effla
Electra pilosa,Other Invertebrates,ELEC
Ellisella_arborescent,Other Invertebrates,ellarb
Ellisella spp.,Other Invertebrates,ELLSPP
Encrusting alga maroon,Other Invertebrates,EALM
Encrusting Bryozoan,Other Invertebrates,EncBry
Encrusting gorgonian,Other Invertebrates,ENGR1
Encrusting Soft Coral,Other Invertebrates,EnSC
Encrusting sponge,Other Invertebrates,ENSP
Encrusting Sponge (LOF),Other Invertebrates,ESP
Encrusting sponge/ tunicate,Other Invertebrates,Encrust
Ensis directus,Other Invertebrates,Ensis dir
Entacmaea quadricolor,Other Invertebrates,Ent_qua
Enteroctopus dofleini,Other Invertebrates,Edo
Entobia,Other Invertebrates,Ent
Entodesma navicula,Other Invertebrates,ENNA
Entoprocta,Other Invertebrates,Entoproc
Epiactis lisbethae,Other Invertebrates,EPLI
Epizoanthus_arborescent,Other Invertebrates,epiarb
Epizoanthus scotinus,Other Invertebrates,EPSC
Erect coralline red algae,Other Invertebrates,ERCR
Erect gorgonians,Other Invertebrates,ERGR
Erect sponge,Other Invertebrates,ERSP
Eriphia verrucosa,Other Invertebrates,Eripver
Erythropodium caribaeorum,Other Invertebrates,ERYCAR
Erythropodium (encrusting),Other Invertebrates,GORG-ERY
Esponja-calcarea2,Other Invertebrates,SPON-CAL2
Esponja-calcarea3,Other Invertebrates,SPON-CAL3
Esponja-Monan-sp1,Other Invertebrates,SPON-MONS1
Esponja-sp-1,Other Invertebrates,SPON-SP1
Esponja-sp-10,Other Invertebrates,SPON-SP10
Esponja-sp13,Other Invertebrates,SPON-SP13
Esponja-sp-15,Other Invertebrates,SPON-SP15
Esponja-sp-16,Other Invertebrates,SPON-SP16
Esponja-sp-17,Other Invertebrates,SPON-SP17
Esponja-sp-2,Other Invertebrates,SPON-SP2
Esponja-sp-3,Other Invertebrates,SPON-SP3
Esponja-sp-4,Other Invertebrates,SPON-SP4
Esponja-sp-5,Other Invertebrates,SPON-SP5
Esponja-sp-6,Other Invertebrates,SPON-SP6
Esponja-sp-7,Other Invertebrates,SPON-SP7
Esponja-sp-8,Other Invertebrates,SPON-SP8
Esponja-sp-9,Other Invertebrates,SPON-SP9
"Eualus spp., Heptacarpus spp. & Lebbeus spp.",Other Invertebrates,Ehl
